Date Time,High Range (μS/cm)  #20636185,Temp (°C)  #20636185,Specific Conductance (μS/cm),Salinity (ppt),Coupler Detached,Coupler Attached,Stopped,End Of File
06/04/23 19:50:00.000,29782.9,19.06,46308.91416,30.04432825,,,,
06/04/23 20:00:00.000,29747.2,18.89,46423.16489,30.12716883,,,,
06/04/23 20:10:00.000,29675.9,18.69,46512.83976,30.19221344,,,,
06/04/23 20:20:00.000,29718.6,18.69,46578.25925,30.2396777,,,,
06/04/23 20:30:00.000,29723.4,18.71,46564.14494,30.22943632,,,,
06/04/23 20:40:00.000,29773.4,18.72,46630.77733,30.27778944,,,,
06/04/23 20:50:00.000,29780.6,18.72,46640.69773,30.28498934,,,,
06/04/23 21:00:00.000,29771,18.75,46593.93287,30.25105112,,,,
06/04/23 21:10:00.000,29828.4,18.79,46641.57967,30.28562944,,,,
06/04/23 21:20:00.000,29821.2,18.79,46629.02642,30.27651871,,,,
06/04/23 21:30:00.000,29814,18.75,46657.07049,30.29687271,,,,
06/04/23 21:40:00.000,29818.8,18.48,46938.84256,30.50149085,,,,
06/04/23 21:50:00.000,29826,18.44,46989.87881,30.53857425,,,,
06/04/23 22:00:00.000,29811.6,18.38,47027.60728,30.56599238,,,,
06/04/23 22:10:00.000,29804.4,18.35,47045.83076,30.57923709,,,,
06/04/23 22:20:00.000,29814,18.3,47111.16671,30.62672985,,,,
06/04/23 22:30:00.000,29806.8,18.28,47119.13072,30.63251965,,,,
06/04/23 22:40:00.000,29809.2,18.26,47142.23662,30.64931843,,,,
06/04/23 22:50:00.000,29816.4,18.24,47172.93097,30.67163639,,,,
06/04/23 23:00:00.000,29802.1,18.22,47169.7204,30.66930186,,,,
06/04/23 23:10:00.000,29802.1,18.19,47199.43698,30.69091093,,,,
06/04/23 23:20:00.000,29775.8,18.16,47187.63209,30.68232647,,,,
06/04/23 23:30:00.000,29778.2,18,47356.33982,30.80504372,,,,
06/04/23 23:40:00.000,29771,17.92,47427.05047,30.85649996,,,,
06/04/23 23:50:00.000,29766.3,17.9,47439.14056,30.86529921,,,,
06/05/23 00:00:00.000,29782.9,17.88,47485.09169,30.89874618,,,,
06/05/23 00:10:00.000,29771,17.9,47443.90944,30.86877015,,,,
06/05/23 00:20:00.000,29787.7,17.88,47490.01979,30.90233358,,,,
06/05/23 00:30:00.000,29763.9,17.88,47450.84637,30.87381915,,,,
06/05/23 00:40:00.000,29766.3,17.88,47453.31108,30.8756131,,,,
06/05/23 00:50:00.000,29773.4,17.88,47463.24441,30.88284328,,,,
06/05/23 01:00:00.000,29771,17.9,47437.1644,30.86386093,,,,
06/05/23 01:10:00.000,29773.4,17.9,47439.62741,30.86565356,,,,
06/05/23 01:20:00.000,29749.6,17.92,47379.59136,30.82196248,,,,
06/05/23 01:30:00.000,29756.7,17.93,47379.07655,30.82158788,,,,
06/05/23 01:40:00.000,29763.9,17.93,47389.15681,30.8289231,,,,
06/05/23 01:50:00.000,29749.6,17.95,47344.25213,30.79624877,,,,
06/05/23 02:00:00.000,29756.7,17.95,47354.16911,30.80346429,,,,
06/05/23 02:10:00.000,29756.7,17.97,47331.97304,30.78731493,,,,
06/05/23 02:20:00.000,29768.6,17.97,47349.49585,30.80006403,,,,
06/05/23 02:30:00.000,29771,17.97,47351.95445,30.8018529,,,,
06/05/23 02:40:00.000,29740,17.97,47301.45546,30.76511309,,,,
06/05/23 02:50:00.000,29718.6,18.02,47214.19431,30.70164288,,,,
06/05/23 03:00:00.000,29740,18.03,47236.35106,30.71775696,,,,
06/05/23 03:10:00.000,29732.9,18.01,47244.54916,30.72371956,,,,
06/05/23 03:20:00.000,29735.3,18.02,47236.61243,30.71794706,,,,
06/05/23 03:30:00.000,29732.9,18.02,47231.46788,30.71420543,,,,
06/05/23 03:40:00.000,29732.9,18.02,47230.12415,30.71322815,,,,
06/05/23 03:50:00.000,29697.2,18.01,47182.6284,30.67868792,,,,
06/05/23 04:00:00.000,29697.2,18.01,47181.28598,30.67771176,,,,
06/05/23 04:10:00.000,29711.5,18.01,47202.59185,30.69320519,,,,
06/05/23 04:20:00.000,29668.8,18.01,47133.62244,30.64305546,,,,
06/05/23 04:30:00.000,29668.8,18.02,47121.91165,30.63454141,,,,
06/05/23 04:40:00.000,29690.1,18.06,47112.82717,30.62793698,,,,
06/05/23 04:50:00.000,29694.9,18.11,47067.32245,30.59485822,,,,
06/05/23 05:00:00.000,29702,18.16,47025.52876,30.56448177,,,,
06/05/23 05:10:00.000,29706.7,18.16,47031.6092,30.56890087,,,,
06/05/23 05:20:00.000,29692.5,18.17,46997.53796,30.54414003,,,,
06/05/23 05:30:00.000,29711.5,18.21,46984.91723,30.53496883,,,,
06/05/23 05:40:00.000,29718.6,18.26,46943.26615,30.50470481,,,,
06/05/23 05:50:00.000,29671.1,18.18,46949.45014,30.50919786,,,,
06/05/23 06:00:00.000,29647.5,18.05,47045.07017,30.57868429,,,,
06/05/23 06:10:00.000,29621.4,18.01,47043.82283,30.5777777,,,,
06/05/23 06:20:00.000,29642.7,18.01,47076.20663,30.60131598,,,,
06/05/23 06:30:00.000,29623.8,17.98,47076.01956,30.60118,,,,
06/05/23 06:40:00.000,29597.8,17.97,47043.84802,30.577796,,,,
06/05/23 06:50:00.000,29614.3,17.98,47058.29044,30.5882932,,,,
06/05/23 07:00:00.000,29600.2,17.96,47055.33318,30.58614373,,,,
06/05/23 07:10:00.000,29614.3,17.93,47107.45675,30.62403279,,,,
06/05/23 07:20:00.000,29626.2,17.93,47124.98539,30.63677606,,,,
06/05/23 07:30:00.000,29623.8,17.93,47119.83827,30.63303404,,,,
06/05/23 07:40:00.000,29614.3,17.92,47113.81319,30.62865381,,,,
06/05/23 07:50:00.000,29616.7,17.93,47105.89791,30.62289955,,,,
06/05/23 08:00:00.000,29609.6,17.91,47114.05819,30.62883193,,,,
06/05/23 08:10:00.000,29609.6,17.91,47112.71677,30.62785673,,,,
06/05/23 08:20:00.000,29623.8,17.91,47133.89797,30.64325578,,,,
06/05/23 08:30:00.000,29616.7,17.91,47121.29492,30.63409304,,,,
06/05/23 08:40:00.000,29583.7,17.9,47077.98966,30.60261206,,,,
06/05/23 08:50:00.000,29595.5,17.9,47095.36761,30.61524447,,,,
06/05/23 09:00:00.000,29515.4,17.9,46966.96572,30.52192457,,,,
06/05/23 09:10:00.000,29616.7,17.91,47115.92795,30.63019123,,,,
06/05/23 09:20:00.000,29609.6,17.91,47103.32682,30.62103045,,,,
06/05/23 09:30:00.000,29602.5,17.92,47080.35022,30.60432796,,,,
06/05/23 09:40:00.000,29602.5,17.92,47079.00942,30.60335332,,,,
06/05/23 09:50:00.000,29590.7,17.82,47162.84696,30.66430401,,,,
06/05/23 10:00:00.000,29600.2,17.84,47155.78323,30.65916791,,,,
06/05/23 10:10:00.000,29578.9,17.76,47203.90019,30.69415664,,,,
06/05/23 10:20:00.000,29567.2,17.75,47194.36792,30.68722469,,,,
06/05/23 10:30:00.000,29574.2,17.71,47245.90091,30.72470273,,,,
06/05/23 10:40:00.000,29553,17.72,47200.36458,30.69158549,,,,
06/05/23 10:50:00.000,29567.2,17.74,47200.76152,30.69187415,,,,
06/05/23 11:00:00.000,29602.5,17.75,47245.14826,30.7241553,,,,
06/05/23 11:10:00.000,29581.3,17.76,47199.65046,30.69106617,,,,
06/05/23 11:20:00.000,29586,17.75,47216.20894,30.70310803,,,,
06/05/23 11:30:00.000,29602.5,17.75,47241.11073,30.72121872,,,,
06/05/23 11:40:00.000,29602.5,17.72,47271.08723,30.74302227,,,,
06/05/23 11:50:00.000,29520.1,17.37,47505.5653,30.91365028,,,,
06/05/23 12:00:00.000,29501.3,17.35,47495.1611,30.90607624,,,,
06/05/23 12:10:00.000,29522.5,17.35,47527.82073,30.9298527,,,,
06/05/23 12:20:00.000,29510.7,17.3,47560.3652,30.95354802,,,,
06/05/23 12:30:00.000,29513.1,17.28,47584.02475,30.97077602,,,,
06/05/23 12:40:00.000,29517.8,17.27,47600.80758,30.98299751,,,,
06/05/23 12:50:00.000,29543.6,17.25,47662.1149,31.02764847,,,,
06/05/23 13:00:00.000,29506,17.23,47621.50227,30.99806867,,,,
06/05/23 13:10:00.000,29510.7,17.18,47680.76038,31.04123014,,,,
06/05/23 13:20:00.000,29510.7,17.21,47647.55709,31.01704495,,,,
06/05/23 13:30:00.000,29506,17.22,47628.03236,31.00282451,,,,
06/05/23 13:40:00.000,29517.8,17.23,47635.05033,31.00793579,,,,
06/05/23 13:50:00.000,29506,17.24,47604.12047,30.98541009,,,,
06/05/23 14:00:00.000,29470.8,17.25,47535.59197,30.93551061,,,,
06/05/23 14:10:00.000,29531.9,17.25,47632.44424,31.00603773,,,,
06/05/23 14:20:00.000,29517.8,17.28,47576.65969,30.96541291,,,,
06/05/23 14:30:00.000,29536.6,17.3,47584.3303,30.97099852,,,,
06/05/23 14:40:00.000,29529.5,17.35,47518.73406,30.92323726,,,,
06/05/23 14:50:00.000,29513.1,17.34,47501.6343,30.91078856,,,,
06/05/23 15:00:00.000,29548.3,17.35,47546.17265,30.94321422,,,,
06/05/23 15:10:00.000,29522.5,17.35,47503.44574,30.91210726,,,,
06/05/23 15:20:00.000,29522.5,17.39,47459.90294,30.88041109,,,,
06/05/23 15:30:00.000,29494.3,17.37,47434.43781,30.86187647,,,,
06/05/23 15:40:00.000,29522.5,17.38,47467.73775,30.88611394,,,,
06/05/23 15:50:00.000,29508.4,17.4,47422.72442,30.85335152,,,,
06/05/23 16:00:00.000,29506,17.54,47270.5067,30.7426,,,,
06/05/23 16:10:00.000,29520.1,17.58,47249.78657,30.7275289,,,,
06/05/23 16:20:00.000,29550.7,17.7,47171.84231,30.67084478,,,,
06/05/23 16:30:00.000,29569.5,17.79,47106.65647,30.62345101,,,,
06/05/23 16:40:00.000,29609.6,17.85,47106.57872,30.62339448,,,,
06/05/23 16:50:00.000,29609.6,17.87,47084.46278,30.60731742,,,,
06/05/23 17:00:00.000,29616.7,17.85,47115.15149,30.62962675,,,,
06/05/23 17:10:00.000,29604.9,17.85,47095.09608,30.61504708,,,,
06/05/23 17:20:00.000,29588.4,17.82,47098.75205,30.61770478,,,,
06/05/23 17:30:00.000,29555.4,17.77,47097.00469,30.61643454,,,,
06/05/23 17:40:00.000,29555.4,17.75,47116.47037,30.63058556,,,,
06/05/23 17:50:00.000,29569.5,17.72,47168.78704,30.66862318,,,,
06/05/23 18:00:00.000,29574.2,17.74,47154.07137,30.65792323,,,,
06/05/23 18:10:00.000,29557.7,17.69,47178.61104,30.67576664,,,,
06/05/23 18:20:00.000,29569.5,17.72,47164.75132,30.6656887,,,,
06/05/23 18:30:00.000,29569.5,17.72,47163.40608,30.66471055,,,,
06/05/23 18:40:00.000,29576.6,17.74,47152.50583,30.65678493,,,,
06/05/23 18:50:00.000,29602.5,17.76,47171.47325,30.67057642,,,,
06/05/23 19:00:00.000,29588.4,17.77,47137.32072,30.64574429,,,,
06/05/23 19:10:00.000,29588.4,17.76,47146.38723,30.65233621,,,,
06/05/23 19:20:00.000,29555.4,17.75,47103.03327,30.62081706,,,,
06/05/23 19:30:00.000,29562.4,17.75,47112.80945,30.6279241,,,,
06/05/23 19:40:00.000,29560.1,17.75,47107.81185,30.62429094,,,,
06/05/23 19:50:00.000,29567.2,17.76,47107.33953,30.62394757,,,,
06/05/23 20:00:00.000,29555.4,17.76,47087.25629,30.60934808,,,,
06/05/23 20:10:00.000,29555.4,17.8,47044.34355,30.57815616,,,,
06/05/23 20:20:00.000,29562.4,17.79,47064.49637,30.59280403,,,,
06/05/23 20:30:00.000,29560.1,17.79,47059.50363,30.58917501,,,,
06/05/23 20:40:00.000,29567.2,17.77,47090.21861,30.61150147,,,,
06/05/23 20:50:00.000,29560.1,17.77,47077.60366,30.60233148,,,,
06/05/23 21:00:00.000,29571.9,17.77,47094.99237,30.61497169,,,,
06/05/23 21:10:00.000,29588.4,17.8,47088.64097,30.61035464,,,,
06/05/23 21:20:00.000,29574.2,17.8,47064.77123,30.59300381,,,,
06/05/23 21:30:00.000,29567.2,17.79,47062.71236,30.5915073,,,,
06/05/23 21:40:00.000,29562.4,17.65,47199.56268,30.69100233,,,,
06/05/23 21:50:00.000,29555.4,17.6,47239.31892,30.71991551,,,,
06/05/23 22:00:00.000,29543.6,17.59,47229.6287,30.71286782,,,,
06/05/23 22:10:00.000,29588.4,17.61,47278.72379,30.74857713,,,,
06/05/23 22:20:00.000,29586,17.63,47252.63205,30.72959854,,,,
06/05/23 22:30:00.000,29597.8,17.63,47270.06717,30.74228029,,,,
06/05/23 22:40:00.000,29595.5,17.66,47233.69733,30.7158269,,,,
06/05/23 22:50:00.000,29588.4,17.65,47231.50157,30.71422993,,,,
06/05/23 23:00:00.000,29604.9,17.65,47256.40525,30.73234297,,,,
06/05/23 23:10:00.000,29588.4,17.64,47239.25504,30.71986905,,,,
06/05/23 23:20:00.000,29623.8,17.64,47294.23758,30.75986236,,,,
06/05/23 23:30:00.000,29588.4,17.64,47236.55808,30.71790753,,,,
06/05/23 23:40:00.000,29574.2,17.64,47212.61473,30.70049414,,,,
06/05/23 23:50:00.000,29616.7,17.7,47216.19758,30.70309976,,,,
06/06/23 00:00:00.000,29616.7,17.7,47214.8496,30.70211944,,,,
06/06/23 00:10:00.000,29616.7,17.7,47213.50163,30.70113913,,,,
06/06/23 00:20:00.000,29699.6,17.71,47333.41264,30.78836232,,,,
06/06/23 00:30:00.000,29664,17.72,47265.06294,30.73864029,,,,
06/06/23 00:40:00.000,29664,17.72,47263.71342,30.73765868,,,,
06/06/23 00:50:00.000,29692.5,17.71,47318.08044,30.77720764,,,,
06/06/23 01:00:00.000,29692.5,17.71,47316.72932,30.77622468,,,,
06/06/23 01:10:00.000,29687.8,17.7,47318.37035,30.77741855,,,,
06/06/23 01:20:00.000,29692.5,17.7,47324.48577,30.78186766,,,,
06/06/23 01:30:00.000,29675.9,17.7,47296.76359,30.76169993,,,,
06/06/23 01:40:00.000,29678.3,17.69,47309.68252,30.77109813,,,,
06/06/23 01:50:00.000,29692.5,17.69,47330.89315,30.78652926,,,,
06/06/23 02:00:00.000,29687.8,17.67,47343.00497,30.79534136,,,,
06/06/23 02:10:00.000,29671.1,17.67,47315.10908,30.77504594,,,,
06/06/23 02:20:00.000,29699.6,17.66,47369.53035,30.81464152,,,,
06/06/23 02:30:00.000,29671.1,17.66,47322.87098,30.78069285,,,,
06/06/23 02:40:00.000,29692.5,17.66,47355.53796,30.80446028,,,,
06/06/23 02:50:00.000,29687.8,17.65,47357.18776,30.80566069,,,,
06/06/23 03:00:00.000,29683,17.65,47348.20351,30.79912373,,,,
06/06/23 03:10:00.000,29685.4,17.66,47340.19456,30.79329658,,,,
06/06/23 03:20:00.000,29683,17.66,47335.02754,30.78953725,,,,
06/06/23 03:30:00.000,29661.7,17.65,47310.28389,30.77153562,,,,
06/06/23 03:40:00.000,29678.3,17.67,47314.38812,30.77452144,,,,
06/06/23 03:50:00.000,29668.8,17.67,47297.94099,30.76255644,,,,
06/06/23 04:00:00.000,29647.5,17.66,47273.1988,30.74455822,,,,
06/06/23 04:10:00.000,29683,17.66,47328.26665,30.78461837,,,,
06/06/23 04:20:00.000,29668.8,17.65,47314.81214,30.77482992,,,,
06/06/23 04:30:00.000,29659.3,17.66,47287.89923,30.75525157,,,,
06/06/23 04:40:00.000,29683,17.66,47324.21011,30.7816671,,,,
06/06/23 04:50:00.000,29671.1,17.66,47303.94804,30.76692639,,,,
06/06/23 05:00:00.000,29678.3,17.67,47303.57479,30.76665485,,,,
06/06/23 05:10:00.000,29675.9,17.66,47308.87185,30.77050838,,,,
06/06/23 05:20:00.000,29678.3,17.66,47311.33343,30.77229916,,,,
06/06/23 05:30:00.000,29675.9,17.65,47316.63283,30.77615448,,,,
06/06/23 05:40:00.000,29647.5,17.64,47280.60626,30.74994647,,,,
06/06/23 05:50:00.000,29635.6,17.65,47249.88606,30.72760126,,,,
06/06/23 06:00:00.000,29647.5,17.65,47267.44605,30.74037372,,,,
06/06/23 06:10:00.000,29628.5,17.64,47246.35416,30.72503239,,,,
06/06/23 06:20:00.000,29664,17.65,47290.96292,30.75748022,,,,
06/06/23 06:30:00.000,29664,17.65,47289.61131,30.756497,,,,
06/06/23 06:40:00.000,29628.5,17.65,47231.85309,30.71448559,,,,
06/06/23 06:50:00.000,29645.1,17.65,47256.87842,30.73268714,,,,
06/06/23 07:00:00.000,29640.4,17.64,47258.51382,30.73387666,,,,
06/06/23 07:10:00.000,29628.5,17.64,47238.25235,30.71913978,,,,
06/06/23 07:20:00.000,29642.7,17.61,47290.85157,30.75739922,,,,
06/06/23 07:30:00.000,29635.6,17.63,47257.28886,30.73298568,,,,
06/06/23 07:40:00.000,29623.8,17.61,47258.09645,30.73357309,,,,
06/06/23 07:50:00.000,29659.3,17.61,47313.18957,30.7736495,,,,
06/06/23 08:00:00.000,29635.6,17.63,47253.23609,30.73003789,,,,
06/06/23 08:10:00.000,29666.4,17.63,47300.83236,30.76465981,,,,
06/06/23 08:20:00.000,29664,17.63,47295.66609,30.76090154,,,,
06/06/23 08:30:00.000,29640.4,17.61,47277.73214,30.74785579,,,,
06/06/23 08:40:00.000,29666.4,17.63,47296.77539,30.76170851,,,,
06/06/23 08:50:00.000,29652.2,17.63,47272.85912,30.74431114,,,,
06/06/23 09:00:00.000,29659.3,17.63,47282.7891,30.75153431,,,,
06/06/23 09:10:00.000,29652.2,17.64,47259.69812,30.73473808,,,,
06/06/23 09:20:00.000,29692.5,17.65,47311.89705,30.77270919,,,,
06/06/23 09:30:00.000,29666.4,17.65,47269.09377,30.74157225,,,,
06/06/23 09:40:00.000,29638,17.65,47222.64003,30.70778511,,,,
06/06/23 09:50:00.000,29652.2,17.66,47233.3912,30.71560425,,,,
06/06/23 10:00:00.000,29616.7,17.67,47165.24562,30.66604812,,,,
06/06/23 10:10:00.000,29652.2,17.67,47220.24528,30.70604348,,,,
06/06/23 10:20:00.000,29628.5,17.67,47181.27731,30.67770546,,,,
06/06/23 10:30:00.000,29649.8,17.67,47213.73507,30.7013089,,,,
06/06/23 10:40:00.000,29671.1,17.7,47214.8639,30.70212984,,,,
06/06/23 10:50:00.000,29645.1,17.69,47182.70497,30.6787436,,,,
06/06/23 11:00:00.000,29630.9,17.69,47158.82896,30.66138247,,,,
06/06/23 11:10:00.000,29652.2,17.7,47180.83763,30.67738573,,,,
06/06/23 11:20:00.000,29666.4,17.72,47181.14841,30.67761172,,,,
06/06/23 11:30:00.000,29664,17.72,47175.9943,30.67386387,,,,
06/06/23 11:40:00.000,29685.4,17.74,47187.71065,30.6823836,,,,
06/06/23 11:50:00.000,29678.3,17.71,47206.39347,30.69596982,,,,
06/06/23 12:00:00.000,29666.4,17.7,47196.60734,30.68885319,,,,
06/06/23 12:10:00.000,29680.6,17.7,47217.77405,30.70424626,,,,
06/06/23 12:20:00.000,29687.8,17.71,47217.4025,30.70397604,,,,
06/06/23 12:30:00.000,29702,17.71,47238.5623,30.71936521,,,,
06/06/23 12:40:00.000,29694.9,17.71,47225.95573,30.71019653,,,,
06/06/23 12:50:00.000,29702,17.7,47246.30053,30.72499338,,,,
06/06/23 13:00:00.000,29716.3,17.7,47267.62081,30.74050084,,,,
06/06/23 13:10:00.000,29709.1,17.7,47254.85332,30.73121417,,,,
06/06/23 13:20:00.000,29735.3,17.72,47274.138,30.7452414,,,,
06/06/23 13:30:00.000,29735.3,17.74,47251.90134,30.72906706,,,,
06/06/23 13:40:00.000,29735.3,17.75,47240.11327,30.72049325,,,,
06/06/23 13:50:00.000,29742.4,17.75,47250.00439,30.72768733,,,,
06/06/23 14:00:00.000,29735.3,17.75,47237.40954,30.7185268,,,,
06/06/23 14:10:00.000,29749.6,17.75,47258.7007,30.73401259,,,,
06/06/23 14:20:00.000,29761.5,17.76,47265.75055,30.73914045,,,,
06/06/23 14:30:00.000,29771,17.75,47289.87899,30.75669172,,,,
06/06/23 14:40:00.000,29749.6,17.76,47244.20798,30.72347141,,,,
06/06/23 14:50:00.000,29737.7,17.74,47244.88467,30.72396359,,,,
06/06/23 15:00:00.000,29749.6,17.76,47241.50356,30.72150443,,,,
06/06/23 15:10:00.000,29675.9,17.76,47123.49729,30.63569419,,,,
06/06/23 15:20:00.000,29749.6,17.77,47228.36896,30.71195163,,,,
06/06/23 15:30:00.000,29763.9,17.76,47260.07982,30.73501571,,,,
06/06/23 15:40:00.000,29671.1,17.76,47111.85373,30.6272293,,,,
06/06/23 15:50:00.000,29742.4,17.76,47223.34755,30.70829966,,,,
06/06/23 16:00:00.000,29771,17.8,47225.53537,30.70989081,,,,
06/06/23 16:10:00.000,29778.2,17.81,47225.14465,30.70960665,,,,
06/06/23 16:20:00.000,29785.3,17.8,47245.44147,30.72436856,,,,
06/06/23 16:30:00.000,29785.3,17.79,47254.51764,30.73097002,,,,
06/06/23 16:40:00.000,29763.9,17.81,47198.48466,30.69021839,,,,
06/06/23 16:50:00.000,29782.9,17.82,47216.74587,30.70349851,,,,
06/06/23 17:00:00.000,29771,17.79,47227.84649,30.71157164,,,,
06/06/23 17:10:00.000,29756.7,17.79,47203.88243,30.69414373,,,,
06/06/23 17:20:00.000,29763.9,17.8,47203.4954,30.69386227,,,,
06/06/23 17:30:00.000,29790.1,17.93,47108.33501,30.62467126,,,,
06/06/23 17:40:00.000,29723.4,17.88,47053.66269,30.58492955,,,,
06/06/23 17:50:00.000,29754.3,17.96,47018.12878,30.55910379,,,,
06/06/23 18:00:00.000,29593.1,17.85,46876.35891,30.45609874,,,,
06/06/23 18:10:00.000,29664,17.97,46862.874,30.44630376,,,,
06/06/23 18:20:00.000,29699.6,18.06,46824.77834,30.41863486,,,,
06/06/23 18:30:00.000,29574.2,17.85,46842.49057,30.43149879,,,,
06/06/23 18:40:00.000,29508.4,17.85,46737.26033,30.35508454,,,,
06/06/23 18:50:00.000,29569.5,17.98,46698.41149,30.32688114,,,,
06/06/23 19:00:00.000,29560.1,18.27,46385.78783,30.1000639,,,,
06/06/23 19:10:00.000,29678.3,18.11,46733.20813,30.35214255,,,,
06/06/23 19:20:00.000,29583.7,18.13,46562.89577,30.22852994,,,,
06/06/23 19:30:00.000,29576.6,18.22,46458.53381,30.1528208,,,,
06/06/23 19:40:00.000,29680.6,18.26,46579.19332,30.24035547,,,,
06/06/23 19:50:00.000,29683,18.3,46540.79116,30.21249187,,,,
06/06/23 20:00:00.000,29642.7,18.43,46344.37063,30.07003335,,,,
06/06/23 20:10:00.000,29697.2,18.58,46276.10126,30.02054255,,,,
06/06/23 20:20:00.000,29706.7,18.11,46768.41347,30.37770383,,,,
06/06/23 20:30:00.000,29699.6,18.05,46817.63888,30.41344987,,,,
06/06/23 20:40:00.000,29664,17.95,46863.37768,30.4466696,,,,
06/06/23 20:50:00.000,29683,18.01,46830.05964,30.42247044,,,,
06/06/23 21:00:00.000,29683,18.03,46808.11614,30.40653426,,,,
06/06/23 21:10:00.000,29664,17.87,46942.03435,30.50380984,,,,
06/06/23 21:20:00.000,29666.4,17.81,47006.65067,30.55076229,,,,
06/06/23 21:30:00.000,29666.4,17.79,47026.05866,30.56486689,,,,
06/06/23 21:40:00.000,29652.2,17.79,47002.27442,30.54758201,,,,
06/06/23 21:50:00.000,29659.3,17.79,47012.14555,30.55475555,,,,
06/06/23 22:00:00.000,29675.9,17.79,47037.02559,30.57283744,,,,
06/06/23 22:10:00.000,29678.3,17.79,47039.46939,30.57461359,,,,
06/06/23 22:20:00.000,29666.4,17.8,47008.94303,30.55242819,,,,
06/06/23 22:30:00.000,29702,17.82,47043.0571,30.57722116,,,,
06/06/23 22:40:00.000,29721,17.86,47030.18984,30.56786931,,,,
06/06/23 22:50:00.000,29709.1,17.84,47030.81287,30.56832212,,,,
06/06/23 23:00:00.000,29713.9,17.86,47016.2952,30.55777125,,,,
06/06/23 23:10:00.000,29725.8,17.91,46981.90456,30.53277965,,,,
06/06/23 23:20:00.000,29742.4,17.92,46996.35478,30.54328022,,,,
06/06/23 23:30:00.000,29754.3,17.93,47003.39512,30.54839644,,,,
06/06/23 23:40:00.000,29740,17.93,46979.52914,30.53105354,,,,
06/06/23 23:50:00.000,29747.2,17.93,46989.52015,30.53831362,,,,
06/07/23 00:00:00.000,29754.3,17.96,46968.30929,30.52290083,,,,
06/07/23 00:10:00.000,29775.8,17.97,46990.44731,30.53898736,,,,
06/07/23 00:20:00.000,29730.5,18,46886.86199,30.46372815,,,,
06/07/23 00:30:00.000,29754.3,18.01,46912.61026,30.48243282,,,,
06/07/23 00:40:00.000,29747.2,18.02,46889.78791,30.46585358,,,,
06/07/23 00:50:00.000,29759.1,18.01,46917.46447,30.48595932,,,,
06/07/23 01:00:00.000,29773.4,18.01,46938.59397,30.50131024,,,,
06/07/23 01:10:00.000,29787.7,18.05,46918.42193,30.4866549,,,,
06/07/23 01:20:00.000,29794.9,18.07,46907.75038,30.47890226,,,,
06/07/23 01:30:00.000,29792.5,18.09,46882.02404,30.46021384,,,,
06/07/23 01:40:00.000,29782.9,18.11,46845.02702,30.43334102,,,,
06/07/23 01:50:00.000,29828.4,18.12,46904.7245,30.47670408,,,,
06/07/23 02:00:00.000,29806.8,18.14,46848.93298,30.43617795,,,,
06/07/23 02:10:00.000,29814,18.14,46858.87153,30.44339659,,,,
06/07/23 02:20:00.000,29833.1,18.17,46856.58176,30.44173344,,,,
06/07/23 02:30:00.000,29835.5,18.18,46848.7117,30.43601724,,,,
06/07/23 02:40:00.000,29818.8,18.17,46831.5031,30.42351878,,,,
06/07/23 02:50:00.000,29811.6,18.14,46849.73593,30.43676115,,,,
06/07/23 03:00:00.000,29835.5,18.13,46896.13533,30.47046452,,,,
06/07/23 03:10:00.000,29804.4,18.14,46835.76835,30.42661652,,,,
06/07/23 03:20:00.000,29806.8,18.14,46838.18488,30.42837161,,,,
06/07/23 03:30:00.000,29811.6,18.16,46823.7933,30.41791947,,,,
06/07/23 03:40:00.000,29797.3,18.16,46800.05809,30.40068251,,,,
06/07/23 03:50:00.000,29794.9,18.17,46784.68554,30.38951944,,,,
06/07/23 04:00:00.000,29816.4,18.19,46796.45398,30.39806526,,,,
06/07/23 04:10:00.000,29845.1,18.22,46809.19931,30.40732086,,,,
06/07/23 04:20:00.000,29852.3,18.24,46798.58271,30.39961111,,,,
06/07/23 04:30:00.000,29859.5,18.24,46808.49342,30.40680824,,,,
06/07/23 04:40:00.000,29859.5,18.24,46807.15049,30.40583299,,,,
